1.26333168269165	3.38500670852002	1.28420779361596	1.52457920241897	1.69840975428728
1.56612340641579	4.49326306290308	2.68227192817222	1.63490021200639	2.12462120444229
1.56612340641579	4.49326306290308	2.68227192817222	1.70292806843036	2.14548627789447
1.26333168269165	3.38500670852002	1.28420779361596	1.62164628006637	1.69898102197616
1.49045255274497	4.13325771028284	2.14524620506281	2.02523420293612	2.23269074347250
1.36207437793053	3.72847095134453	1.69466526726333	1.86423331081474	2.08435735460852
1.44829984707695	4.03545782746829	2.17716816311720	1.66669290609872	1.84139605050311
1.36535138869793	3.69253475148938	1.65740222720282	1.73668642915497	1.95513182234409
1.31736398204137	3.60348580314125	1.52622289308785	1.80373869727116	1.97952009373486
1.38476593328780	3.84772093936000	1.83501767105437	2.13327724394800	1.68387411987724
1.30651819823954	3.55646105485837	1.47189968405697	1.83714519052850	2.13443056113348
1.37034190556074	3.89414212029931	1.94939775910966	1.51435571601768	1.99908575321163
1.53386861123355	4.44637780473464	2.64258885569300	1.62519422752854	1.84879159914008
1.51725365670732	4.28895341017044	2.42389740589336	2.03238542376958	2.02317108391560
1.37981842761389	3.81620235767670	1.82404632016440	1.83729790851617	2.14539036325659
1.43116472380211	4.01827484558305	2.03520224893548	1.51000000000000	2.19099972032073
1.57792287087772	4.47187101855920	2.66559219927620	1.73408037843437	2.15969764841498
1.55088988118921	4.49084335257233	2.62014899264890	2.10453287695646	1.99150173763827
1.40117307836852	3.92842318820243	1.86689883751372	2.14510655170925	2.03420354644531
1.49926067458620	4.24961637343836	2.42168033521567	1.68666816436916	1.98467278719480
1.43162668255862	4.00129299306212	1.99333888452026	1.51000000000000	2.40964712669435
1.31424741802130	3.58823717945020	1.49189889782440	1.77240015102671	2.21652581933992
1.38408674267645	3.84396519760371	1.93555270231648	1.92019375190901	1.79961206848099
1.29008275041314	3.51188797189213	1.45328866996883	2.05804260769955	2.31876911883464
1.28675694859580	3.49987696844103	1.43570408418331	1.65505288178372	1.89222163211890
1.37467096733209	3.78980920383607	1.77359598364901	1.65145425762550	2.00721942957017
1.44029891092668	4.10425687357875	2.23283276961255	1.82060728396594	1.93982908733001
1.47377053395987	4.25833768863019	2.30230928209127	1.69982781763969	1.88739784295804
1.32891625685152	3.55124782445923	1.51231086073963	1.53820295287358	1.68684840955363
1.57117445271505	4.46239410880955	2.56500535777919	2.11474737337791	2.14248403057212
